post_id,utility_id,year,language,annotator1_task_a,annotator1_task_b,annotator2_task_a,annotator2_task_b,task_a_agreement,task_b_agreement,both_tasks_agreement
1046730947246957,U09,2024,Italian,Public education / heritage / community engagement,Education / awareness,Public education / heritage / community engagement,Education / awareness,True,True,True
1510484342308540,U03,2017,Portuguese,Public education / heritage / community engagement,Institutional promotion / community news,Public education / heritage / community engagement,Institutional promotion / community news,True,True,True
973840831411271,U10,2024,Swedish,Environmental sustainability / waste / recycling / biodiversity,Institutional promotion / community news,Environmental sustainability / waste / recycling / biodiversity,Institutional promotion / community news,True,True,True
837688252951811,U04,2015,Norwegian,Routine / institutional / customer service / other,Institutional promotion / community news,Water quality / safety / public health,Institutional promotion / community news,False,True,False
5783474928342772,U03,2022,Portuguese,Water conservation / drought / demand management,Instruction / advice to public,Water conservation / drought / demand management,Instruction / advice to public,True,True,True
1192468871240772,U09,2021,Italian,Service disruption / repair / infrastructure,Alert / warning,Service disruption / repair / infrastructure,Alert / warning,True,True,True
671073958383272,U08,2023,French,Public education / heritage / community engagement,Institutional promotion / community news,Public education / heritage / community engagement,Institutional promotion / community news,True,True,True
1030315787456082,U09,2021,Italian,Flood / stormwater / wastewater / sewer,Alert / warning,Water quality / safety / public health,Operational update / resolution,False,False,False
518244807006351,U01,2022,Finnish,Routine / institutional / customer service / other,Instruction / advice to public,Flood / stormwater / wastewater / sewer,Instruction / advice to public,False,True,False
3500630873346915,U01,2020,Finnish,Service disruption / repair / infrastructure,Operational update / resolution,Service disruption / repair / infrastructure,Instruction / advice to public,True,False,False
685080960329604,U03,2023,Portuguese,Public education / heritage / community engagement,Education / awareness,Environmental sustainability / waste / recycling / biodiversity,Education / awareness,False,True,False
818617961495185,U03,2014,Portuguese,Public education / heritage / community engagement,Institutional promotion / community news,Water conservation / drought / demand management,Institutional promotion / community news,False,True,False
305808883240113,U09,2017,Italian,Public education / heritage / community engagement,Education / awareness,Water conservation / drought / demand management,Education / awareness,False,True,False
379474605443604,U08,2012,French,Public education / heritage / community engagement,Institutional promotion / community news,Flood / stormwater / wastewater / sewer,Institutional promotion / community news,False,True,False
10156109954316714,U10,2019,Swedish,Environmental sustainability / waste / recycling / biodiversity,Institutional promotion / community news,Environmental sustainability / waste / recycling / biodiversity,Institutional promotion / community news,True,True,True
2884003591676316,U01,2020,Finnish,Environmental sustainability / waste / recycling / biodiversity,Institutional promotion / community news,Flood / stormwater / wastewater / sewer,Institutional promotion / community news,False,True,False
1574861954642486,U10,2026,Swedish,Water conservation / drought / demand management,Education / awareness,Water quality / safety / public health,Education / awareness,False,True,False
592012772962887,U01,2023,Finnish,Environmental sustainability / waste / recycling / biodiversity,Instruction / advice to public,Flood / stormwater / wastewater / sewer,Instruction / advice to public,False,True,False
4279310308759249,U03,2021,Portuguese,Environmental sustainability / waste / recycling / biodiversity,Education / awareness,Environmental sustainability / waste / recycling / biodiversity,Education / awareness,True,True,True
596692793745764,U03,2014,Portuguese,Routine / institutional / customer service / other,Institutional promotion / community news,Public education / heritage / community engagement,Institutional promotion / community news,False,True,False
723133517763345,U01,2014,Finnish,Public education / heritage / community engagement,Education / awareness,Public education / heritage / community engagement,Education / awareness,True,True,True
574525332571117,U03,2013,Portuguese,Public education / heritage / community engagement,Education / awareness,Public education / heritage / community engagement,Education / awareness,True,True,True
1272814204638629,U09,2025,Italian,Water conservation / drought / demand management,Education / awareness,Water conservation / drought / demand management,Education / awareness,True,True,True
3463427907067212,U01,2020,Finnish,Environmental sustainability / waste / recycling / biodiversity,Education / awareness,Environmental sustainability / waste / recycling / biodiversity,Education / awareness,True,True,True
319921974741617,U10,2012,Swedish,Routine / institutional / customer service / other,Institutional promotion / community news,Flood / stormwater / wastewater / sewer,Education / awareness,False,False,False
1160393634448296,U09,2021,Italian,Service disruption / repair / infrastructure,Alert / warning,Water quality / safety / public health,Operational update / resolution,False,False,False
1613427522067269,U01,2018,Finnish,Routine / institutional / customer service / other,Institutional promotion / community news,Routine / institutional / customer service / other,Institutional promotion / community news,True,True,True
5906271292729801,U03,2022,Portuguese,Environmental sustainability / waste / recycling / biodiversity,Institutional promotion / community news,Water conservation / drought / demand management,Institutional promotion / community news,False,True,False
1928216644158382,U12,2018,Finnish,Public education / heritage / community engagement,Institutional promotion / community news,Public education / heritage / community engagement,Institutional promotion / community news,True,True,True
674648175892165,U03,2013,Portuguese,Public education / heritage / community engagement,Institutional promotion / community news,Public education / heritage / community engagement,Education / awareness,True,False,False
10155379502611714,U10,2018,Swedish,Environmental sustainability / waste / recycling / biodiversity,Institutional promotion / community news,Environmental sustainability / waste / recycling / biodiversity,Instruction / advice to public,True,False,False
3840218299388169,U01,2021,Finnish,Environmental sustainability / waste / recycling / biodiversity,Instruction / advice to public,Environmental sustainability / waste / recycling / biodiversity,Instruction / advice to public,True,True,True
978860867575934,U10,2024,Swedish,Water conservation / drought / demand management,Instruction / advice to public,Water conservation / drought / demand management,Institutional promotion / community news,True,False,False
6477182855638639,U03,2023,Portuguese,Public education / heritage / community engagement,Institutional promotion / community news,Public education / heritage / community engagement,Institutional promotion / community news,True,True,True
987630648043440,U05,2017,German,Public education / heritage / community engagement,Institutional promotion / community news,Routine / institutional / customer service / other,Instruction / advice to public,False,False,False
10159552085704268,U08,2021,French,Routine / institutional / customer service / other,Other / unclear,Routine / institutional / customer service / other,Other / unclear,True,True,True
4086764284680520,U03,2021,Portuguese,Environmental sustainability / waste / recycling / biodiversity,Instruction / advice to public,Environmental sustainability / waste / recycling / biodiversity,Instruction / advice to public,True,True,True
10160021951109268,U08,2022,French,Routine / institutional / customer service / other,Institutional promotion / community news,Routine / institutional / customer service / other,Institutional promotion / community news,True,True,True
1221254808027597,U02,2019,German,Public education / heritage / community engagement,Education / awareness,Public education / heritage / community engagement,Education / awareness,True,True,True
10155379503401714,U10,2018,Swedish,Environmental sustainability / waste / recycling / biodiversity,Institutional promotion / community news,Environmental sustainability / waste / recycling / biodiversity,Instruction / advice to public,True,False,False
760134667343515,U03,2014,Portuguese,Public education / heritage / community engagement,Institutional promotion / community news,Environmental sustainability / waste / recycling / biodiversity,Institutional promotion / community news,False,True,False
1265453195583365,U10,2025,Swedish,Water conservation / drought / demand management,Instruction / advice to public,Water conservation / drought / demand management,Instruction / advice to public,True,True,True
605009481644311,U02,2023,German,Routine / institutional / customer service / other,Institutional promotion / community news,Flood / stormwater / wastewater / sewer,Institutional promotion / community news,False,True,False
861836539307012,U08,2024,French,Public education / heritage / community engagement,Institutional promotion / community news,Public education / heritage / community engagement,Institutional promotion / community news,True,True,True
756299461176561,U05,2016,German,Public education / heritage / community engagement,Education / awareness,Public education / heritage / community engagement,Education / awareness,True,True,True
1168558661730851,U09,2025,Italian,Flood / stormwater / wastewater / sewer,Institutional promotion / community news,Flood / stormwater / wastewater / sewer,Institutional promotion / community news,True,True,True
10157764148304268,U08,2019,French,Environmental sustainability / waste / recycling / biodiversity,Education / awareness,Environmental sustainability / waste / recycling / biodiversity,Instruction / advice to public,True,False,False
5434535793267011,U04,2022,Norwegian,Public education / heritage / community engagement,Education / awareness,Flood / stormwater / wastewater / sewer,Education / awareness,False,True,False
892665460810149,U01,2015,Finnish,Environmental sustainability / waste / recycling / biodiversity,Instruction / advice to public,Environmental sustainability / waste / recycling / biodiversity,Instruction / advice to public,True,True,True
10152191190051240,U04,2014,Norwegian,Routine / institutional / customer service / other,Institutional promotion / community news,Routine / institutional / customer service / other,Institutional promotion / community news,True,True,True
3723818361028164,U01,2021,Finnish,Flood / stormwater / wastewater / sewer,Education / awareness,Flood / stormwater / wastewater / sewer,Education / awareness,True,True,True
1648342393305458,U07,2026,Dutch,Routine / institutional / customer service / other,Institutional promotion / community news,Routine / institutional / customer service / other,Institutional promotion / community news,True,True,True
225034692962016,U12,2021,Finnish,Public education / heritage / community engagement,Education / awareness,Flood / stormwater / wastewater / sewer,Education / awareness,False,True,False
1330796486997042,U01,2017,Finnish,Water quality / safety / public health,Institutional promotion / community news,Water quality / safety / public health,Institutional promotion / community news,True,True,True
2288790941273973,U02,2022,German,Routine / institutional / customer service / other,Institutional promotion / community news,Routine / institutional / customer service / other,Institutional promotion / community news,True,True,True
800293573357946,U04,2015,Norwegian,Routine / institutional / customer service / other,Institutional promotion / community news,Routine / institutional / customer service / other,Institutional promotion / community news,True,True,True
1084492111574434,U03,2016,Portuguese,Water conservation / drought / demand management,Instruction / advice to public,Water conservation / drought / demand management,Instruction / advice to public,True,True,True
898308486912513,U01,2015,Finnish,Environmental sustainability / waste / recycling / biodiversity,Education / awareness,Environmental sustainability / waste / recycling / biodiversity,Education / awareness,True,True,True
1356032144549862,U02,2019,German,Routine / institutional / customer service / other,Education / awareness,Service disruption / repair / infrastructure,Education / awareness,False,True,False
1100229430053750,U01,2016,Finnish,Routine / institutional / customer service / other,Institutional promotion / community news,Environmental sustainability / waste / recycling / biodiversity,Institutional promotion / community news,False,True,False
10158706071141714,U10,2022,Swedish,Public education / heritage / community engagement,Education / awareness,Public education / heritage / community engagement,Education / awareness,True,True,True
1102566771663374,U09,2025,Italian,Service disruption / repair / infrastructure,Alert / warning,Service disruption / repair / infrastructure,Alert / warning,True,True,True
1317102491646727,U03,2016,Portuguese,Water conservation / drought / demand management,Institutional promotion / community news,Water conservation / drought / demand management,Institutional promotion / community news,True,True,True
2470231973290177,U12,2020,Finnish,Routine / institutional / customer service / other,Institutional promotion / community news,Service disruption / repair / infrastructure,Alert / warning,False,False,False
1163044998948884,U09,2025,Italian,Service disruption / repair / infrastructure,Alert / warning,Service disruption / repair / infrastructure,Alert / warning,True,True,True
1653317808154626,U02,2020,German,Routine / institutional / customer service / other,Institutional promotion / community news,Routine / institutional / customer service / other,Education / awareness,True,False,False
6120160751340853,U03,2023,Portuguese,Public education / heritage / community engagement,Education / awareness,Routine / institutional / customer service / other,Education / awareness,False,True,False
1606291092727864,U03,2017,Portuguese,Routine / institutional / customer service / other,Institutional promotion / community news,Public education / heritage / community engagement,Institutional promotion / community news,False,True,False
1163895270430218,U02,2018,German,Flood / stormwater / wastewater / sewer,Education / awareness,Flood / stormwater / wastewater / sewer,Education / awareness,True,True,True
669094486500582,U01,2014,Finnish,Routine / institutional / customer service / other,Instruction / advice to public,Water conservation / drought / demand management,Instruction / advice to public,False,True,False
757262411428089,U09,2020,Italian,Service disruption / repair / infrastructure,Alert / warning,Water quality / safety / public health,Alert / warning,False,True,False
1104247471739412,U01,2025,Finnish,Flood / stormwater / wastewater / sewer,Education / awareness,Flood / stormwater / wastewater / sewer,Education / awareness,True,True,True
10153054310796714,U10,2015,Swedish,Flood / stormwater / wastewater / sewer,Education / awareness,Flood / stormwater / wastewater / sewer,Education / awareness,True,True,True
10156898500144268,U08,2018,French,Water quality / safety / public health,Education / awareness,Water quality / safety / public health,Education / awareness,True,True,True
4011450102211939,U03,2021,Portuguese,Public education / heritage / community engagement,Education / awareness,Public education / heritage / community engagement,Education / awareness,True,True,True
1469676736419623,U04,2017,Norwegian,Routine / institutional / customer service / other,Institutional promotion / community news,Flood / stormwater / wastewater / sewer,Institutional promotion / community news,False,True,False
5187139344696051,U01,2022,Finnish,Routine / institutional / customer service / other,Institutional promotion / community news,Routine / institutional / customer service / other,Institutional promotion / community news,True,True,True
5457806300909638,U03,2022,Portuguese,Public education / heritage / community engagement,Institutional promotion / community news,Service disruption / repair / infrastructure,Institutional promotion / community news,False,True,False
526480544158455,U05,2014,German,Flood / stormwater / wastewater / sewer,Education / awareness,Flood / stormwater / wastewater / sewer,Education / awareness,True,True,True
912730060882089,U04,2024,Norwegian,Flood / stormwater / wastewater / sewer,Education / awareness,Flood / stormwater / wastewater / sewer,Education / awareness,True,True,True
326670654023254,U03,2012,Portuguese,Service disruption / repair / infrastructure,Alert / warning,Service disruption / repair / infrastructure,Operational update / resolution,True,False,False
655816359922731,U03,2023,Portuguese,Water conservation / drought / demand management,Education / awareness,Environmental sustainability / waste / recycling / biodiversity,Education / awareness,False,True,False
4263771697032825,U01,2021,Finnish,Environmental sustainability / waste / recycling / biodiversity,Instruction / advice to public,Environmental sustainability / waste / recycling / biodiversity,Instruction / advice to public,True,True,True
2188100377933311,U01,2019,Finnish,Environmental sustainability / waste / recycling / biodiversity,Institutional promotion / community news,Environmental sustainability / waste / recycling / biodiversity,Institutional promotion / community news,True,True,True
1426797744474549,U09,2022,Italian,Service disruption / repair / infrastructure,Alert / warning,Service disruption / repair / infrastructure,Alert / warning,True,True,True
986220088197738,U02,2018,German,Routine / institutional / customer service / other,Institutional promotion / community news,Service disruption / repair / infrastructure,Institutional promotion / community news,False,True,False
5961284903895106,U03,2022,Portuguese,Water conservation / drought / demand management,Education / awareness,Environmental sustainability / waste / recycling / biodiversity,Instruction / advice to public,False,False,False
1237656378398520,U01,2025,Finnish,Routine / institutional / customer service / other,Education / awareness,Flood / stormwater / wastewater / sewer,Education / awareness,False,True,False
628355347304307,U05,2015,German,Routine / institutional / customer service / other,Education / awareness,Water quality / safety / public health,Education / awareness,False,True,False
1526500987837557,U09,2023,Italian,Service disruption / repair / infrastructure,Alert / warning,Service disruption / repair / infrastructure,Alert / warning,True,True,True
10158286845669268,U08,2020,French,Environmental sustainability / waste / recycling / biodiversity,Instruction / advice to public,Environmental sustainability / waste / recycling / biodiversity,Instruction / advice to public,True,True,True
282834428406877,U03,2011,Portuguese,Service disruption / repair / infrastructure,Alert / warning,Service disruption / repair / infrastructure,Operational update / resolution,True,False,False
417636311709546,U05,2014,German,Routine / institutional / customer service / other,Institutional promotion / community news,Flood / stormwater / wastewater / sewer,Institutional promotion / community news,False,True,False
2276705719149162,U02,2022,German,Water conservation / drought / demand management,Education / awareness,Water conservation / drought / demand management,Education / awareness,True,True,True
4565075156849428,U03,2021,Portuguese,Routine / institutional / customer service / other,Education / awareness,Service disruption / repair / infrastructure,Reassurance / safety information,False,False,False
2528516407171990,U03,2019,Portuguese,Environmental sustainability / waste / recycling / biodiversity,Reassurance / safety information,Water quality / safety / public health,Reassurance / safety information,False,True,False
4721746344515641,U03,2021,Portuguese,Routine / institutional / customer service / other,Education / awareness,Environmental sustainability / waste / recycling / biodiversity,Alert / warning,False,False,False
669682783055371,U03,2013,Portuguese,Public education / heritage / community engagement,Education / awareness,Public education / heritage / community engagement,Education / awareness,True,True,True
2588220021254676,U01,2019,Finnish,Routine / institutional / customer service / other,Institutional promotion / community news,Flood / stormwater / wastewater / sewer,Education / awareness,False,False,False
1350225270442947,U12,2025,Finnish,Routine / institutional / customer service / other,Institutional promotion / community news,Water quality / safety / public health,Education / awareness,False,False,False
4315145178509095,U03,2021,Portuguese,Routine / institutional / customer service / other,Institutional promotion / community news,Routine / institutional / customer service / other,Operational update / resolution,True,False,False
10156170326714268,U08,2018,French,Water quality / safety / public health,Reassurance / safety information,Water quality / safety / public health,Reassurance / safety information,True,True,True
1067069960036364,U01,2016,Finnish,Environmental sustainability / waste / recycling / biodiversity,Instruction / advice to public,Environmental sustainability / waste / recycling / biodiversity,Instruction / advice to public,True,True,True
4315686495121630,U03,2021,Portuguese,Environmental sustainability / waste / recycling / biodiversity,Education / awareness,Environmental sustainability / waste / recycling / biodiversity,Education / awareness,True,True,True
1568757139867641,U01,2018,Finnish,Flood / stormwater / wastewater / sewer,Instruction / advice to public,Flood / stormwater / wastewater / sewer,Instruction / advice to public,True,True,True
2501542286534822,U07,2019,Dutch,Public education / heritage / community engagement,Education / awareness,Public education / heritage / community engagement,Education / awareness,True,True,True
744652792341228,U05,2016,German,Routine / institutional / customer service / other,Institutional promotion / community news,Routine / institutional / customer service / other,Institutional promotion / community news,True,True,True
990152346238151,U09,2024,Italian,Service disruption / repair / infrastructure,Alert / warning,Service disruption / repair / infrastructure,Alert / warning,True,True,True
2315807095162638,U01,2019,Finnish,Routine / institutional / customer service / other,Institutional promotion / community news,Service disruption / repair / infrastructure,Institutional promotion / community news,False,True,False
4182502995106648,U03,2021,Portuguese,Public education / heritage / community engagement,Education / awareness,Water conservation / drought / demand management,Education / awareness,False,True,False
667260066684024,U01,2014,Finnish,Routine / institutional / customer service / other,Institutional promotion / community news,Water conservation / drought / demand management,Education / awareness,False,False,False
302852416417132,U03,2012,Portuguese,Public education / heritage / community engagement,Institutional promotion / community news,Public education / heritage / community engagement,Institutional promotion / community news,True,True,True
1460248434051846,U01,2017,Finnish,Environmental sustainability / waste / recycling / biodiversity,Institutional promotion / community news,Environmental sustainability / waste / recycling / biodiversity,Instruction / advice to public,True,False,False
10157426496109268,U08,2019,French,Public education / heritage / community engagement,Institutional promotion / community news,Public education / heritage / community engagement,Institutional promotion / community news,True,True,True
10155379339911714,U10,2018,Swedish,Environmental sustainability / waste / recycling / biodiversity,Institutional promotion / community news,Environmental sustainability / waste / recycling / biodiversity,Instruction / advice to public,True,False,False
1979507072202363,U02,2021,German,Flood / stormwater / wastewater / sewer,Education / awareness,Flood / stormwater / wastewater / sewer,Education / awareness,True,True,True
1086012404871930,U05,2017,German,Routine / institutional / customer service / other,Institutional promotion / community news,Routine / institutional / customer service / other,Institutional promotion / community news,True,True,True
10158968794081714,U10,2022,Swedish,Water conservation / drought / demand management,Education / awareness,Environmental sustainability / waste / recycling / biodiversity,Education / awareness,False,True,False
2620758694667475,U01,2019,Finnish,Routine / institutional / customer service / other,Institutional promotion / community news,Routine / institutional / customer service / other,Institutional promotion / community news,True,True,True
1407400992616876,U03,2017,Portuguese,Routine / institutional / customer service / other,Education / awareness,Water quality / safety / public health,Education / awareness,False,True,False
3103098266380465,U03,2020,Portuguese,Routine / institutional / customer service / other,Institutional promotion / community news,Flood / stormwater / wastewater / sewer,Institutional promotion / community news,False,True,False
1143877719433221,U09,2021,Italian,Service disruption / repair / infrastructure,Alert / warning,Water quality / safety / public health,Operational update / resolution,False,False,False
1573959322680756,U01,2018,Finnish,Routine / institutional / customer service / other,Institutional promotion / community news,Flood / stormwater / wastewater / sewer,Institutional promotion / community news,False,True,False
1076432921332972,U11,2025,Finnish,Routine / institutional / customer service / other,Institutional promotion / community news,Flood / stormwater / wastewater / sewer,Institutional promotion / community news,False,True,False
10152978854331714,U10,2015,Swedish,Environmental sustainability / waste / recycling / biodiversity,Institutional promotion / community news,Environmental sustainability / waste / recycling / biodiversity,Instruction / advice to public,True,False,False
1096279413858471,U02,2018,German,Public education / heritage / community engagement,Education / awareness,Flood / stormwater / wastewater / sewer,Education / awareness,False,True,False
1054377448048668,U02,2018,German,Routine / institutional / customer service / other,Institutional promotion / community news,Routine / institutional / customer service / other,Institutional promotion / community news,True,True,True
794669796021450,U04,2024,Norwegian,Routine / institutional / customer service / other,Education / awareness,Water quality / safety / public health,Education / awareness,False,True,False
975029072573787,U01,2016,Finnish,Environmental sustainability / waste / recycling / biodiversity,Education / awareness,Environmental sustainability / waste / recycling / biodiversity,Education / awareness,True,True,True
1519679461853043,U09,2023,Italian,Service disruption / repair / infrastructure,Alert / warning,Service disruption / repair / infrastructure,Alert / warning,True,True,True
1347264248746743,U05,2018,German,Routine / institutional / customer service / other,Institutional promotion / community news,Flood / stormwater / wastewater / sewer,Education / awareness,False,False,False
2597778287202211,U12,2020,Finnish,Flood / stormwater / wastewater / sewer,Education / awareness,Flood / stormwater / wastewater / sewer,Education / awareness,True,True,True
1389650846288297,U09,2026,Italian,Service disruption / repair / infrastructure,Alert / warning,Service disruption / repair / infrastructure,Alert / warning,True,True,True
1256685803163788,U05,2025,German,Flood / stormwater / wastewater / sewer,Education / awareness,Flood / stormwater / wastewater / sewer,Education / awareness,True,True,True
2629206137133338,U04,2020,Norwegian,Service disruption / repair / infrastructure,Operational update / resolution,Water quality / safety / public health,Instruction / advice to public,False,False,False
340978265925826,U03,2012,Portuguese,Service disruption / repair / infrastructure,Alert / warning,Service disruption / repair / infrastructure,Operational update / resolution,True,False,False
750377117117385,U04,2023,Norwegian,Routine / institutional / customer service / other,Education / awareness,Service disruption / repair / infrastructure,Education / awareness,False,True,False
653491244674525,U03,2013,Portuguese,Routine / institutional / customer service / other,Other / unclear,Routine / institutional / customer service / other,Institutional promotion / community news,True,False,False
1679914148828325,U02,2020,German,Flood / stormwater / wastewater / sewer,Education / awareness,Flood / stormwater / wastewater / sewer,Education / awareness,True,True,True
1270580568403961,U10,2025,Swedish,Water conservation / drought / demand management,Education / awareness,Water conservation / drought / demand management,Education / awareness,True,True,True
999865425475478,U10,2024,Swedish,Environmental sustainability / waste / recycling / biodiversity,Education / awareness,Environmental sustainability / waste / recycling / biodiversity,Education / awareness,True,True,True
1176424732381171,U03,2016,Portuguese,Water conservation / drought / demand management,Education / awareness,Water conservation / drought / demand management,Education / awareness,True,True,True
1082032521949827,U02,2018,German,Flood / stormwater / wastewater / sewer,Education / awareness,Flood / stormwater / wastewater / sewer,Education / awareness,True,True,True
669491490205182,U09,2019,Italian,Service disruption / repair / infrastructure,Alert / warning,Water quality / safety / public health,Alert / warning,False,True,False
251131327196473,U11,2022,Finnish,Routine / institutional / customer service / other,Institutional promotion / community news,Routine / institutional / customer service / other,Institutional promotion / community news,True,True,True
670236521952616,U11,2023,Finnish,Routine / institutional / customer service / other,Institutional promotion / community news,Routine / institutional / customer service / other,Instruction / advice to public,True,False,False
1743552659117898,U05,2020,German,Flood / stormwater / wastewater / sewer,Instruction / advice to public,Flood / stormwater / wastewater / sewer,Instruction / advice to public,True,True,True
885812173338836,U09,2024,Italian,Service disruption / repair / infrastructure,Alert / warning,Service disruption / repair / infrastructure,Alert / warning,True,True,True
1659964967413524,U01,2018,Finnish,Environmental sustainability / waste / recycling / biodiversity,Education / awareness,Environmental sustainability / waste / recycling / biodiversity,Instruction / advice to public,True,False,False
2504257802931184,U03,2019,Portuguese,Routine / institutional / customer service / other,Institutional promotion / community news,Routine / institutional / customer service / other,Institutional promotion / community news,True,True,True
3563016193775049,U01,2020,Finnish,Routine / institutional / customer service / other,Institutional promotion / community news,Routine / institutional / customer service / other,Instruction / advice to public,True,False,False
2755412328105472,U12,2021,Finnish,Routine / institutional / customer service / other,Education / awareness,Routine / institutional / customer service / other,Education / awareness,True,True,True
4314655615223471,U07,2021,Dutch,Flood / stormwater / wastewater / sewer,Education / awareness,Flood / stormwater / wastewater / sewer,Education / awareness,True,True,True
747029164118847,U04,2023,Norwegian,Routine / institutional / customer service / other,Education / awareness,Flood / stormwater / wastewater / sewer,Education / awareness,False,True,False
1335287849957625,U02,2019,German,Routine / institutional / customer service / other,Institutional promotion / community news,Water quality / safety / public health,Instruction / advice to public,False,False,False
969273196482708,U01,2016,Finnish,Public education / heritage / community engagement,Institutional promotion / community news,Routine / institutional / customer service / other,Institutional promotion / community news,False,True,False
2587258034631160,U03,2019,Portuguese,Public education / heritage / community engagement,Education / awareness,Environmental sustainability / waste / recycling / biodiversity,Education / awareness,False,True,False
311929025497417,U03,2011,Portuguese,Service disruption / repair / infrastructure,Alert / warning,Service disruption / repair / infrastructure,Operational update / resolution,True,False,False
4960605063993422,U04,2022,Norwegian,Routine / institutional / customer service / other,Institutional promotion / community news,Routine / institutional / customer service / other,Institutional promotion / community news,True,True,True
850015738408455,U01,2015,Finnish,Routine / institutional / customer service / other,Institutional promotion / community news,Flood / stormwater / wastewater / sewer,Instruction / advice to public,False,False,False
1712419425501411,U01,2018,Finnish,Routine / institutional / customer service / other,Institutional promotion / community news,Water quality / safety / public health,Institutional promotion / community news,False,True,False
840212414774114,U10,2023,Swedish,Public education / heritage / community engagement,Education / awareness,Flood / stormwater / wastewater / sewer,Education / awareness,False,True,False
508883042468680,U03,2012,Portuguese,Public education / heritage / community engagement,Institutional promotion / community news,Public education / heritage / community engagement,Institutional promotion / community news,True,True,True
1205967618198590,U10,2025,Swedish,Routine / institutional / customer service / other,Institutional promotion / community news,Service disruption / repair / infrastructure,Education / awareness,False,False,False
2084154571897921,U12,2018,Finnish,Routine / institutional / customer service / other,Institutional promotion / community news,Flood / stormwater / wastewater / sewer,Institutional promotion / community news,False,True,False
804125848174136,U09,2023,Italian,Service disruption / repair / infrastructure,Alert / warning,Service disruption / repair / infrastructure,Alert / warning,True,True,True
10157369910964268,U08,2019,French,Public education / heritage / community engagement,Institutional promotion / community news,Public education / heritage / community engagement,Institutional promotion / community news,True,True,True
601013733255610,U03,2013,Portuguese,Public education / heritage / community engagement,Education / awareness,Service disruption / repair / infrastructure,Education / awareness,False,True,False
3313376578716287,U04,2020,Norwegian,Service disruption / repair / infrastructure,Operational update / resolution,Service disruption / repair / infrastructure,Alert / warning,True,False,False
2877066002370075,U01,2020,Finnish,Routine / institutional / customer service / other,Instruction / advice to public,Routine / institutional / customer service / other,Instruction / advice to public,True,True,True
432887343401584,U03,2012,Portuguese,Routine / institutional / customer service / other,Institutional promotion / community news,Routine / institutional / customer service / other,Institutional promotion / community news,True,True,True
10158201989719268,U08,2020,French,Public education / heritage / community engagement,Institutional promotion / community news,Public education / heritage / community engagement,Institutional promotion / community news,True,True,True
2066757916734225,U01,2019,Finnish,Routine / institutional / customer service / other,Institutional promotion / community news,Service disruption / repair / infrastructure,Operational update / resolution,False,False,False
788439523320210,U01,2024,Finnish,Water quality / safety / public health,Operational update / resolution,Water quality / safety / public health,Instruction / advice to public,True,False,False
903938990032843,U11,2020,Finnish,Routine / institutional / customer service / other,Institutional promotion / community news,Service disruption / repair / infrastructure,Instruction / advice to public,False,False,False
1548168365206804,U03,2017,Portuguese,Routine / institutional / customer service / other,Institutional promotion / community news,Routine / institutional / customer service / other,Institutional promotion / community news,True,True,True
1382611971891879,U02,2019,German,Routine / institutional / customer service / other,Institutional promotion / community news,Routine / institutional / customer service / other,Institutional promotion / community news,True,True,True
4041244725897896,U07,2021,Dutch,Routine / institutional / customer service / other,Alert / warning,Routine / institutional / customer service / other,Institutional promotion / community news,True,False,False
4748963515180305,U01,2022,Finnish,Environmental sustainability / waste / recycling / biodiversity,Institutional promotion / community news,Environmental sustainability / waste / recycling / biodiversity,Instruction / advice to public,True,False,False
4293749243982022,U03,2021,Portuguese,Public education / heritage / community engagement,Education / awareness,Public education / heritage / community engagement,Education / awareness,True,True,True
1149029685250110,U02,2018,German,Routine / institutional / customer service / other,Education / awareness,Flood / stormwater / wastewater / sewer,Education / awareness,False,True,False
10157160503086714,U10,2020,Swedish,Water conservation / drought / demand management,Instruction / advice to public,Water conservation / drought / demand management,Instruction / advice to public,True,True,True
643122592408379,U04,2014,Norwegian,Water conservation / drought / demand management,Education / awareness,Water conservation / drought / demand management,Education / awareness,True,True,True
1099153902394207,U11,2025,Finnish,Flood / stormwater / wastewater / sewer,Education / awareness,Flood / stormwater / wastewater / sewer,Education / awareness,True,True,True
2697163200597052,U12,2020,Finnish,Routine / institutional / customer service / other,Instruction / advice to public,Water conservation / drought / demand management,Instruction / advice to public,False,True,False
1784909738315523,U05,2020,German,Water quality / safety / public health,Education / awareness,Water quality / safety / public health,Education / awareness,True,True,True
1267787093708949,U09,2022,Italian,Service disruption / repair / infrastructure,Alert / warning,Service disruption / repair / infrastructure,Alert / warning,True,True,True
3555428577867144,U01,2020,Finnish,Routine / institutional / customer service / other,Instruction / advice to public,Routine / institutional / customer service / other,Instruction / advice to public,True,True,True
772075992816049,U03,2014,Portuguese,Water quality / safety / public health,Instruction / advice to public,Water quality / safety / public health,Instruction / advice to public,True,True,True
734050839951898,U03,2014,Portuguese,Public education / heritage / community engagement,Institutional promotion / community news,Environmental sustainability / waste / recycling / biodiversity,Institutional promotion / community news,False,True,False
768898353133813,U03,2014,Portuguese,Routine / institutional / customer service / other,Education / awareness,Routine / institutional / customer service / other,Education / awareness,True,True,True
1706145362871870,U02,2020,German,Public education / heritage / community engagement,Education / awareness,Flood / stormwater / wastewater / sewer,Education / awareness,False,True,False
816417945048520,U03,2014,Portuguese,Water conservation / drought / demand management,Institutional promotion / community news,Water conservation / drought / demand management,Institutional promotion / community news,True,True,True
