post_id,row_idx,utility_id,year,language,source_url,task_a_id,task_a_gold,task_b_id,task_b_gold,task_b1_gold
837688252951811,346,U04,2015,Norwegian,https://www.facebook.com/Oslovann/posts/837688252951811,A7,Routine / institutional / customer service / other,B6,Institutional promotion / community news,Institutional / community communication
5783474928342772,347,U03,2022,Portuguese,https://www.facebook.com/EPALaguaslivres/posts/pfbid02XqYrrGiookhykJWd8JDgvbsMAiiHq8hamt2Y4ofbkyJvzcfejHYKM17mv6gX9URYl,A3,Water conservation / drought / demand management,B2,Instruction / advice to public,Risk / incident communication
1192468871240772,348,U09,2021,Italian,https://www.facebook.com/abcacquabenecomunenapoli/posts/pfbid0WCY9qwMwiXFrqZuRyKT4qis9YxhpRFSZwBgtk757LkqKfAzgGCTUdqHC5rQ6LWb6l,A2,Service disruption / repair / infrastructure,B1,Alert / warning,Risk / incident communication
671073958383272,349,U08,2023,French,https://www.facebook.com/eaudeparis/videos/282206834399066/,A6,Public education / heritage / community engagement,B6,Institutional promotion / community news,Institutional / community communication
1030315787456082,350,U09,2021,Italian,https://www.facebook.com/abcacquabenecomunenapoli/posts/pfbid0YA7hxiHZDsnhFW4CjYxs2HyESM4USkN1PYU8fkfvFAAnX2Y2z1WoqKyCyhBdP2Hql,A4,Flood / stormwater / wastewater / sewer,B1,Alert / warning,Risk / incident communication
518244807006351,351,U01,2022,Finnish,https://www.facebook.com/helsinginseudunymparistopalvelut/posts/pfbid02yutfvpHqsDLXa7YcHm9hPoPw2YwnUnJV3tBwVqCV7cEEmMd8QBvc6P41HFfHfPZsl,A7,Routine / institutional / customer service / other,B2,Instruction / advice to public,Risk / incident communication
3500630873346915,352,U01,2020,Finnish,https://www.facebook.com/helsinginseudunymparistopalvelut/posts/pfbid02qhjbTx1NLRGW34CdfqKcXiG9dPCKDdTqsAuKWfedZwduD4AF6Ud2VjeXBfZvD4oKl,A2,Service disruption / repair / infrastructure,B3,Operational update / resolution,Risk / incident communication
685080960329604,353,U03,2023,Portuguese,https://www.facebook.com/EPALaguaslivres/posts/pfbid02cam1WzesJERAjPJcpCuEocH7ZDirye6tMz28b7uTJbQ9STG3Rhps5CR3exxBGTVgl,A6,Public education / heritage / community engagement,B5,Education / awareness,Education / awareness
818617961495185,354,U03,2014,Portuguese,https://www.facebook.com/photo/?fbid=818617961495185&set=a.636558505181850,A6,Public education / heritage / community engagement,B6,Institutional promotion / community news,Institutional / community communication
305808883240113,355,U09,2017,Italian,https://www.facebook.com/abcacquabenecomunenapoli/posts/pfbid02ksW6d8zmymEta3ke2xd7Tgm4ieruvV6shuxkfnFiEUgS6fiWcCJnvog9ta4s5TRsl,A6,Public education / heritage / community engagement,B5,Education / awareness,Education / awareness
379474605443604,356,U08,2012,French,https://www.facebook.com/eaudeparis/posts/379474605443604,A6,Public education / heritage / community engagement,B6,Institutional promotion / community news,Institutional / community communication
10156109954316714,357,U10,2019,Swedish,https://www.facebook.com/stockholmvattenochavfall/posts/pfbid0VWgCZCXJhaHtH3pwWP9xTjuKzaEoXQkaakioktGibKhgrJ9wq2tauwXKPd2pL3snl,A5,Environmental sustainability / waste / recycling / biodiversity,B6,Institutional promotion / community news,Institutional / community communication
2884003591676316,358,U01,2020,Finnish,https://www.facebook.com/helsinginseudunymparistopalvelut/posts/pfbid0Qk3huqnB9AJmTSzWeBxzxwzqFozdHuKFsUypi53HRtbMd1BavK8XWYQaMBeMUHHal,A5,Environmental sustainability / waste / recycling / biodiversity,B6,Institutional promotion / community news,Institutional / community communication
1574861954642486,359,U10,2026,Swedish,https://www.facebook.com/reel/1626055351953962/,A3,Water conservation / drought / demand management,B5,Education / awareness,Education / awareness
592012772962887,360,U01,2023,Finnish,https://www.facebook.com/helsinginseudunymparistopalvelut/posts/pfbid0PWx8Gfonw4dqhkQ9n92ZJYWqF53db9qmsQKiSY26wizXGnnrACivv1f5kNCLsVEzl,A5,Environmental sustainability / waste / recycling / biodiversity,B2,Instruction / advice to public,Risk / incident communication
4279310308759249,361,U03,2021,Portuguese,https://www.facebook.com/EPALaguaslivres/posts/pfbid08RrHrh7huXWihB1uLQXkLR873gx5r1BdXQQ81cQn32zofSpymi8gEfKhN6rPWqVtl,A5,Environmental sustainability / waste / recycling / biodiversity,B5,Education / awareness,Education / awareness
596692793745764,362,U03,2014,Portuguese,https://www.facebook.com/EPALaguaslivres/posts/596692793745764,A7,Routine / institutional / customer service / other,B6,Institutional promotion / community news,Institutional / community communication
723133517763345,363,U01,2014,Finnish,https://www.facebook.com/helsinginseudunymparistopalvelut/posts/723133517763345,A6,Public education / heritage / community engagement,B5,Education / awareness,Education / awareness
574525332571117,364,U03,2013,Portuguese,https://www.facebook.com/photo/?fbid=574525332571117&set=a.636558505181850,A6,Public education / heritage / community engagement,B5,Education / awareness,Education / awareness
1272814204638629,365,U09,2025,Italian,https://www.facebook.com/abcacquabenecomunenapoli/posts/pfbid0gksxfXoNvXswyypPiWMMeC5EDppzqJBiGGfjfrNc2uaKcZAftpPUApNt7MsYL9nXl,A3,Water conservation / drought / demand management,B5,Education / awareness,Education / awareness
3463427907067212,366,U01,2020,Finnish,https://www.facebook.com/helsinginseudunymparistopalvelut/posts/pfbid02T683R9HCTaShW67rE7dDRTdUxff376m7WNxPw3owT813r5xa7QX4xbUrFc1CdQagl,A5,Environmental sustainability / waste / recycling / biodiversity,B5,Education / awareness,Education / awareness
319921974741617,367,U10,2012,Swedish,https://www.facebook.com/stockholmvattenochavfall/posts/319921974741617,A7,Routine / institutional / customer service / other,B6,Institutional promotion / community news,Institutional / community communication
1160393634448296,368,U09,2021,Italian,https://www.facebook.com/abcacquabenecomunenapoli/posts/pfbid0RPcfbZQeVyNuvyDpD9QDR19k5wq2N2saBNwu9JJTeduFLDLhivrihfK6nfv21aFBl,A2,Service disruption / repair / infrastructure,B1,Alert / warning,Risk / incident communication
1613427522067269,369,U01,2018,Finnish,https://www.facebook.com/helsinginseudunymparistopalvelut/posts/pfbid02o2L3jZ25GT7FpnGuEXks3udcm73vhqtP7qQE9qP8orwEaxRNb61QHFY5HMZHFTTTl,A7,Routine / institutional / customer service / other,B6,Institutional promotion / community news,Institutional / community communication
5906271292729801,370,U03,2022,Portuguese,https://www.facebook.com/EPALaguaslivres/posts/pfbid02Cmgs8pdqJCeHBFE7ppWThaEDKLq527D1ScYoi9odE86ABJ2nrGnQaPWdyfCUfCpdl,A5,Environmental sustainability / waste / recycling / biodiversity,B6,Institutional promotion / community news,Institutional / community communication
1928216644158382,371,U12,2018,Finnish,https://www.facebook.com/turunvesihuolto/posts/pfbid0v9uhKWjrGnxN8PVSqd3DZHZZhFbzkYkDgtWnAh4karLFvgSMcTXmSMHkjmtyRs6nl,A6,Public education / heritage / community engagement,B6,Institutional promotion / community news,Institutional / community communication
674648175892165,372,U03,2013,Portuguese,https://www.facebook.com/photo/?fbid=674648175892165&set=a.674648149225501,A6,Public education / heritage / community engagement,B6,Institutional promotion / community news,Institutional / community communication
10155379502611714,373,U10,2018,Swedish,https://www.facebook.com/stockholmvattenochavfall/posts/pfbid0FYZCuou84JARXghGNG9tDY2SGFR43tGBGVV73X2uorgMBqyCiAMkmtirTrQYZhiPl,A5,Environmental sustainability / waste / recycling / biodiversity,B6,Institutional promotion / community news,Institutional / community communication
3840218299388169,374,U01,2021,Finnish,https://www.facebook.com/helsinginseudunymparistopalvelut/posts/pfbid026rSWyqWBRy8nNxP4uNp6vtmnEfeQAJSyqV5KwZgobsSn6JXMSYQ9GXujYNZ91J3ul,A5,Environmental sustainability / waste / recycling / biodiversity,B2,Instruction / advice to public,Risk / incident communication
978860867575934,375,U10,2024,Swedish,https://www.facebook.com/stockholmvattenochavfall/videos/927500385726868/,A3,Water conservation / drought / demand management,B2,Instruction / advice to public,Risk / incident communication
6477182855638639,376,U03,2023,Portuguese,https://www.facebook.com/EPALaguaslivres/posts/pfbid0362w7Rgw9zsSqdB3r9wg2wdheFmVZ8XqfuLTEwmmMq733aoZo5gLSvWwofi4sYSwpl,A6,Public education / heritage / community engagement,B6,Institutional promotion / community news,Institutional / community communication
987630648043440,377,U05,2017,German,https://www.facebook.com/photo/?fbid=987630648043440&set=a.632073468958361,A6,Public education / heritage / community engagement,B6,Institutional promotion / community news,Institutional / community communication
10159552085704268,378,U08,2021,French,https://www.facebook.com/eaudeparis/videos/106789108169750/,A7,Routine / institutional / customer service / other,B7,Other / unclear,Other / unclear
4086764284680520,379,U03,2021,Portuguese,https://www.facebook.com/EPALaguaslivres/videos/502491930982674/,A5,Environmental sustainability / waste / recycling / biodiversity,B2,Instruction / advice to public,Risk / incident communication
10160021951109268,380,U08,2022,French,https://www.facebook.com/eaudeparis/posts/pfbid02rRnFqyabkyPqvjGxJswaYq4fkpQeqCgW7HfKbiSkpdjb4GvGpnrfMYuHWp3hn3udl,A7,Routine / institutional / customer service / other,B6,Institutional promotion / community news,Institutional / community communication
1221254808027597,381,U02,2019,German,https://www.facebook.com/HamburgWasser/videos/461993554337336/,A6,Public education / heritage / community engagement,B5,Education / awareness,Education / awareness
10155379503401714,382,U10,2018,Swedish,https://www.facebook.com/stockholmvattenochavfall/posts/pfbid02JuAeAWJF95ENPx65MiW7QvXwpyNBhi7DF9r5piQNHL2ivTJn5SFRL7dCffSCrm89l,A5,Environmental sustainability / waste / recycling / biodiversity,B6,Institutional promotion / community news,Institutional / community communication
760134667343515,383,U03,2014,Portuguese,https://www.facebook.com/EPALaguaslivres/posts/760134667343515,A6,Public education / heritage / community engagement,B6,Institutional promotion / community news,Institutional / community communication
1265453195583365,384,U10,2025,Swedish,https://www.facebook.com/stockholmvattenochavfall/videos/1145720010903706/,A3,Water conservation / drought / demand management,B2,Instruction / advice to public,Risk / incident communication
605009481644311,385,U02,2023,German,https://www.facebook.com/HamburgWasser/posts/pfbid0pH4hazDEqB3gcLqsfGvaKTmadi6rYMSdPsbBTBpUuxVbSfK6y5YrwUbvot3wKRYhl,A7,Routine / institutional / customer service / other,B6,Institutional promotion / community news,Institutional / community communication
861836539307012,386,U08,2024,French,https://www.facebook.com/reel/971801741354484/,A6,Public education / heritage / community engagement,B6,Institutional promotion / community news,Institutional / community communication
756299461176561,387,U05,2016,German,https://www.facebook.com/wasserbetriebe/posts/756299461176561,A6,Public education / heritage / community engagement,B5,Education / awareness,Education / awareness
1168558661730851,388,U09,2025,Italian,https://www.facebook.com/abcacquabenecomunenapoli/posts/pfbid02XPmy5CxtsbgfUyUK7R1EQeaiuJMzFBxN5juqaWCyCTHbZVGcBaj7jnYHx7qRBGFvl,A4,Flood / stormwater / wastewater / sewer,B6,Institutional promotion / community news,Institutional / community communication
10157764148304268,389,U08,2019,French,https://www.facebook.com/eaudeparis/posts/pfbid028P1YSCbQLWtVh1zbS86LNECHQKpGdPnmjjXjds2Y9xgKXFknDTE2J2Pm8Kw8NfM2l,A5,Environmental sustainability / waste / recycling / biodiversity,B5,Education / awareness,Education / awareness
5434535793267011,390,U04,2022,Norwegian,https://www.facebook.com/Oslovann/posts/pfbid0Qs9QMnCRePmosJwmgkBXLftUo2Nb8AxuUWQizC4Ce78FXpsXgvexmC3XPfq5cvv1l,A6,Public education / heritage / community engagement,B5,Education / awareness,Education / awareness
892665460810149,391,U01,2015,Finnish,https://www.facebook.com/helsinginseudunymparistopalvelut/posts/pfbid0HYY7T3Rmz8FDGuZ7EVQY1GNcxSq8GgwVetJmJ3dT4vzGD3SmnEqwSGY634TJh2Ygl,A5,Environmental sustainability / waste / recycling / biodiversity,B2,Instruction / advice to public,Risk / incident communication
10152191190051240,392,U04,2014,Norwegian,https://www.facebook.com/Oslovann/posts/10152191190051240,A7,Routine / institutional / customer service / other,B6,Institutional promotion / community news,Institutional / community communication
3723818361028164,393,U01,2021,Finnish,https://www.facebook.com/helsinginseudunymparistopalvelut/posts/pfbid04nXe8XhoWgtcHH1jjhRcct24BSAijsCcarXGYcJxCcxUcGxRAaoF4EHAyFDdaNM3l,A4,Flood / stormwater / wastewater / sewer,B5,Education / awareness,Education / awareness
1648342393305458,394,U07,2026,Dutch,https://www.facebook.com/FARYSmultiservice/posts/pfbid0rB3E55EHhbENsECfXPyYLQtfdzpxXNkXpL1qVWxdwp99F32D2wbd1aymNUidP5wWl,A7,Routine / institutional / customer service / other,B6,Institutional promotion / community news,Institutional / community communication
225034692962016,395,U12,2021,Finnish,https://www.facebook.com/turunvesihuolto/posts/pfbid0Djc2boxc3yQXy9KdHUHFy8Ugy3VbUfwQKLM2EzSnuKwXffsVdhDb83jmS4gbayh9l,A6,Public education / heritage / community engagement,B5,Education / awareness,Education / awareness
1330796486997042,396,U01,2017,Finnish,https://www.facebook.com/helsinginseudunymparistopalvelut/posts/1330796486997042,A1,Water quality / safety / public health,B6,Institutional promotion / community news,Institutional / community communication
2288790941273973,397,U02,2022,German,https://www.facebook.com/HamburgWasser/posts/pfbid02e3HeNdBL1wjURRr2YyJncZu8QpnFHiHN1wFPRSjKquhtwxu5mQHGKbkWa5aacDYQl,A7,Routine / institutional / customer service / other,B6,Institutional promotion / community news,Institutional / community communication
800293573357946,398,U04,2015,Norwegian,https://www.facebook.com/Oslovann/posts/800293573357946,A7,Routine / institutional / customer service / other,B6,Institutional promotion / community news,Institutional / community communication
1084492111574434,399,U03,2016,Portuguese,https://www.facebook.com/photo/?fbid=1084492111574434&set=a.636558505181850,A3,Water conservation / drought / demand management,B2,Instruction / advice to public,Risk / incident communication
898308486912513,400,U01,2015,Finnish,https://www.facebook.com/helsinginseudunymparistopalvelut/posts/898308486912513,A5,Environmental sustainability / waste / recycling / biodiversity,B5,Education / awareness,Education / awareness
1356032144549862,401,U02,2019,German,https://www.facebook.com/HamburgWasser/posts/pfbid0zprnd6bbickqtLZJ1iAmM6L3ykzh8K1CsdWTECLDgCVDbA62kSzztm2a1EBrBBzTl,A7,Routine / institutional / customer service / other,B5,Education / awareness,Education / awareness
1100229430053750,402,U01,2016,Finnish,https://www.facebook.com/helsinginseudunymparistopalvelut/posts/1100229430053750,A7,Routine / institutional / customer service / other,B6,Institutional promotion / community news,Institutional / community communication
10158706071141714,403,U10,2022,Swedish,https://www.facebook.com/stockholmvattenochavfall/posts/pfbid0ur7CVF5V7PedJadztEuLbwauFAK3xePSe7YBoXie1KT1zcAHpsVx1Z2D8GdWWFnnl,A6,Public education / heritage / community engagement,B5,Education / awareness,Education / awareness
1102566771663374,404,U09,2025,Italian,https://www.facebook.com/abcacquabenecomunenapoli/posts/pfbid0Xg3padKUdRkzvnzA25umnPqtwSLgHtYQXeGSn4m6rcmX58rwCZMrqAtEMCFnJnCSl,A2,Service disruption / repair / infrastructure,B1,Alert / warning,Risk / incident communication
1317102491646727,405,U03,2016,Portuguese,https://www.facebook.com/photo/?fbid=1317102491646727&set=a.636558505181850,A3,Water conservation / drought / demand management,B6,Institutional promotion / community news,Institutional / community communication
2470231973290177,406,U12,2020,Finnish,https://www.facebook.com/turunvesihuolto/posts/pfbid02iY5gWbV8xtJbWVNsUzuN2UdAyqT9VyvLxyQQqMTUNfY26vrALQ9H7zB61WeTjwynl,A7,Routine / institutional / customer service / other,B6,Institutional promotion / community news,Institutional / community communication
1163044998948884,407,U09,2025,Italian,https://www.facebook.com/abcacquabenecomunenapoli/posts/pfbid02f9Pp5bD2y6Aph6zc9ETuX7Q9gbtndHsAZjjWYpxS7NC9Kie1v2eTNFsbSTNK4GWKl,A2,Service disruption / repair / infrastructure,B1,Alert / warning,Risk / incident communication
1653317808154626,408,U02,2020,German,https://www.facebook.com/HamburgWasser/videos/2609870579286669/,A7,Routine / institutional / customer service / other,B6,Institutional promotion / community news,Institutional / community communication
6120160751340853,409,U03,2023,Portuguese,https://www.facebook.com/EPALaguaslivres/posts/pfbid0vTGokW6v3iK2b1vNQcjFXvrKv7nGDcoC5iqCXMQYva6uuneqj6afo1DeC8kGh5vCl,A6,Public education / heritage / community engagement,B5,Education / awareness,Education / awareness
1606291092727864,410,U03,2017,Portuguese,https://www.facebook.com/EPALaguaslivres/posts/pfbid02oQ4YutDE1iWd8YVCEmZfWPLWJ4BkVEDVWxPXUZm4685CtpKtTEHTtE3mFe5oMxHVl,A7,Routine / institutional / customer service / other,B6,Institutional promotion / community news,Institutional / community communication
1163895270430218,411,U02,2018,German,https://www.facebook.com/photo/?fbid=1163895270430218&set=a.488838489928078,A4,Flood / stormwater / wastewater / sewer,B5,Education / awareness,Education / awareness
669094486500582,412,U01,2014,Finnish,https://www.facebook.com/photo/?fbid=669094486500582&set=a.476477601183072,A7,Routine / institutional / customer service / other,B2,Instruction / advice to public,Risk / incident communication
757262411428089,413,U09,2020,Italian,https://www.facebook.com/abcacquabenecomunenapoli/posts/pfbid0GKssLgUVVGogwE18ZerjjukcNby3beR1u9B5BcCs65JJiKD51NRpF77y63JvwDS6l,A2,Service disruption / repair / infrastructure,B1,Alert / warning,Risk / incident communication
1104247471739412,414,U01,2025,Finnish,https://www.facebook.com/helsinginseudunymparistopalvelut/videos/1743849739888879/,A4,Flood / stormwater / wastewater / sewer,B5,Education / awareness,Education / awareness
10153054310796714,415,U10,2015,Swedish,https://www.facebook.com/stockholmvattenochavfall/posts/10153054310796714,A4,Flood / stormwater / wastewater / sewer,B5,Education / awareness,Education / awareness
10156898500144268,416,U08,2018,French,https://www.facebook.com/eaudeparis/posts/pfbid0qt7RjfFDoW2jLe87jG8Mqi9rrXrZtHXgRzkUVuXwpskFJBqApfTcXbRe3dYBeANjl,A1,Water quality / safety / public health,B5,Education / awareness,Education / awareness
4011450102211939,417,U03,2021,Portuguese,https://www.facebook.com/EPALaguaslivres/posts/pfbid02ddb9jt3LQEjKzD5d4p5cCrCB6XxZoC9xwCqUJ5BzbXks9axob2piuo3viouJBNawl,A6,Public education / heritage / community engagement,B5,Education / awareness,Education / awareness
1469676736419623,418,U04,2017,Norwegian,https://www.facebook.com/Oslovann/posts/pfbid0yKP6zm486Y4doCWVjURMLwy36ciCgvHmp7jgKZGEsYSx9vAxLMtdVh5ZF4mDGg9El,A7,Routine / institutional / customer service / other,B6,Institutional promotion / community news,Institutional / community communication
5187139344696051,419,U01,2022,Finnish,https://www.facebook.com/helsinginseudunymparistopalvelut/posts/pfbid0trzRHFMMaBW4xmsna7hFDVPZ2f4UxXEFJtj2jbRiVT44aCSaZvkMrAtj7H3ws6pcl,A7,Routine / institutional / customer service / other,B6,Institutional promotion / community news,Institutional / community communication
5457806300909638,420,U03,2022,Portuguese,https://www.facebook.com/EPALaguaslivres/posts/pfbid02pD8cLU9ByoHigZN8da6LCYhiwAcWSE64FhbnEYqnBPS4tCU5U4UxhuH9NqckN99wl,A6,Public education / heritage / community engagement,B6,Institutional promotion / community news,Institutional / community communication
526480544158455,421,U05,2014,German,https://www.facebook.com/wasserbetriebe/posts/526480544158455,A4,Flood / stormwater / wastewater / sewer,B5,Education / awareness,Education / awareness
912730060882089,422,U04,2024,Norwegian,https://www.facebook.com/Oslovann/posts/pfbid02PypGyJaBt4b92RVPjrbNdkPcXJfBMpoqBuKf5JxHQrM38o7Y3UPaW6WqR1RNUXFLl,A4,Flood / stormwater / wastewater / sewer,B5,Education / awareness,Education / awareness
326670654023254,423,U03,2012,Portuguese,https://www.facebook.com/EPALaguaslivres/posts/pfbid0Pprw3uaqBemVNefZMVQqEho3iXTXXgGiBzgqsePZiwhNSVwjtu1WhsM2ZFmYrYZBl,A2,Service disruption / repair / infrastructure,B1,Alert / warning,Risk / incident communication
655816359922731,424,U03,2023,Portuguese,https://www.facebook.com/EPALaguaslivres/posts/pfbid0mxJHmfEFPGxEP4wgVXwhof3M1ZCtYrHtfdWzNc3Y7voYVXNjLBb3hXMog2ZQKUtWl,A3,Water conservation / drought / demand management,B5,Education / awareness,Education / awareness
4263771697032825,425,U01,2021,Finnish,https://www.facebook.com/helsinginseudunymparistopalvelut/posts/pfbid0e8e731hYn18bgdqerF8FX7qg6VCaGAcMQA16EHksHGntjm1WJJMPAhJkbiu24co8l,A5,Environmental sustainability / waste / recycling / biodiversity,B2,Instruction / advice to public,Risk / incident communication
2188100377933311,426,U01,2019,Finnish,https://www.facebook.com/helsinginseudunymparistopalvelut/posts/pfbid0r3PoqekxskDuAgrnumpWGvLMRWmPaxuAFVLC9ssadP99ms5yaUrKCHC4BYHxuVu7l,A5,Environmental sustainability / waste / recycling / biodiversity,B6,Institutional promotion / community news,Institutional / community communication
1426797744474549,427,U09,2022,Italian,https://www.facebook.com/abcacquabenecomunenapoli/posts/pfbid02E3WoM4UaiLGkebja8K6U5gyn3Nj287NVgtHFBVyE5RTyXeVsJCJs2CGNSQGqLRfHl,A2,Service disruption / repair / infrastructure,B1,Alert / warning,Risk / incident communication
986220088197738,428,U02,2018,German,https://www.facebook.com/HamburgWasser/posts/pfbid0nvKj9dQde5471oHS4ASDL8SRT37kuAcC3hAFrrBx7LLiZQSKpD7wUv74YcN7Kv3Gl,A7,Routine / institutional / customer service / other,B6,Institutional promotion / community news,Institutional / community communication
5961284903895106,429,U03,2022,Portuguese,https://www.facebook.com/EPALaguaslivres/videos/687138149633268/,A3,Water conservation / drought / demand management,B5,Education / awareness,Education / awareness
1237656378398520,430,U01,2025,Finnish,https://www.facebook.com/helsinginseudunymparistopalvelut/posts/pfbid0323QcSoFr1iuhiTHUGi9ZvBkugQ5rsQqcyLL7Ec6C9ZWAdEBt5sqMeqdcJTS6t1wql,A7,Routine / institutional / customer service / other,B5,Education / awareness,Education / awareness
628355347304307,431,U05,2015,German,https://www.facebook.com/photo/?fbid=628355347304307&set=a.632073468958361,A7,Routine / institutional / customer service / other,B5,Education / awareness,Education / awareness
1526500987837557,432,U09,2023,Italian,https://www.facebook.com/abcacquabenecomunenapoli/posts/pfbid09M9NfbRix6isfjpfMLfNhfyNvrh8mqTxLKgJAxqekvHnaDbpXZRxrbTC9CeagYCGl,A2,Service disruption / repair / infrastructure,B1,Alert / warning,Risk / incident communication
10158286845669268,433,U08,2020,French,https://www.facebook.com/eaudeparis/videos/824580098058800/,A5,Environmental sustainability / waste / recycling / biodiversity,B2,Instruction / advice to public,Risk / incident communication
282834428406877,434,U03,2011,Portuguese,https://www.facebook.com/EPALaguaslivres/posts/pfbid0w7Ao24dp2dbgFooyNuDQkPYErfK3RB9CjUzXTnzhMh4jgfd8wmBvfbUFyWL2NuAhl,A2,Service disruption / repair / infrastructure,B1,Alert / warning,Risk / incident communication
417636311709546,435,U05,2014,German,https://www.facebook.com/wasserbetriebe/posts/pfbid02gZX9PEQewZExVmf3CPrQAjR39FvM5U41XTiC9LDpjJBHvSnio3HpCEMg4jFRW991l,A7,Routine / institutional / customer service / other,B6,Institutional promotion / community news,Institutional / community communication
2276705719149162,436,U02,2022,German,https://www.facebook.com/HamburgWasser/posts/pfbid023wGs1uRHPTRwMf2FTj54W8rRbNkRAYvLQf1DVGz3K2Na13okRfwTQ7A5UYYS1M5wl,A3,Water conservation / drought / demand management,B5,Education / awareness,Education / awareness
4565075156849428,437,U03,2021,Portuguese,https://www.facebook.com/EPALaguaslivres/posts/pfbid0CVxoUrrT3ZR2TayAQ9i2fqqUEaTk4SdiKrS5MnXhagetNJH9APtHFnhr48qsB6SAl,A7,Routine / institutional / customer service / other,B5,Education / awareness,Education / awareness
2528516407171990,438,U03,2019,Portuguese,https://www.facebook.com/EPALaguaslivres/videos/430697294445343/,A5,Environmental sustainability / waste / recycling / biodiversity,B4,Reassurance / safety information,Risk / incident communication
4721746344515641,439,U03,2021,Portuguese,https://www.facebook.com/EPALaguaslivres/posts/pfbid0mz3fL8wk5cHDf7bfUWGAUixQwGzLxnpKrUjMaQBfFjCDNwZq6XpPjLZWnDuDjqA8l,A7,Routine / institutional / customer service / other,B5,Education / awareness,Education / awareness
669682783055371,440,U03,2013,Portuguese,https://www.facebook.com/photo/?fbid=669682783055371&set=a.669681016388881,A6,Public education / heritage / community engagement,B5,Education / awareness,Education / awareness
2588220021254676,441,U01,2019,Finnish,https://www.facebook.com/helsinginseudunymparistopalvelut/videos/2408652616040268/,A7,Routine / institutional / customer service / other,B6,Institutional promotion / community news,Institutional / community communication
1350225270442947,442,U12,2025,Finnish,https://www.facebook.com/turunvesihuolto/posts/pfbid0stkLa7JXJX98X669LyuXUBcyJJxAVv8oppTgB7VYjm7PboG9KhYbpSXupyQeKhVrl,A7,Routine / institutional / customer service / other,B6,Institutional promotion / community news,Institutional / community communication
4315145178509095,443,U03,2021,Portuguese,https://www.facebook.com/EPALaguaslivres/posts/pfbid0xtGEx9TxZzZaaRCXd8D1wfddDtgwED1wM39zh834ent6esk38jhp5DzDR8ApCXkvl,A7,Routine / institutional / customer service / other,B6,Institutional promotion / community news,Institutional / community communication
10156170326714268,444,U08,2018,French,https://www.facebook.com/eaudeparis/posts/pfbid02N4e6iDtieA7fRFk2WwkVz8YU3L5sxh5NsGdN6sp7EqWH5RkxwRSegvmPgZEUgKYZl,A1,Water quality / safety / public health,B4,Reassurance / safety information,Risk / incident communication
1067069960036364,445,U01,2016,Finnish,https://www.facebook.com/helsinginseudunymparistopalvelut/posts/1067069960036364,A5,Environmental sustainability / waste / recycling / biodiversity,B2,Instruction / advice to public,Risk / incident communication
4315686495121630,446,U03,2021,Portuguese,https://www.facebook.com/EPALaguaslivres/posts/pfbid02EaXgdPBUXpzczkjdBjGjndXaDjuq8Pf9GWsh4sezgRkR1FoNqhXpkrkqCAz69BtCl,A5,Environmental sustainability / waste / recycling / biodiversity,B5,Education / awareness,Education / awareness
1568757139867641,447,U01,2018,Finnish,https://www.facebook.com/helsinginseudunymparistopalvelut/posts/pfbid0te71YZw3s9XiP3LGitByqosKm42n2ZYARAv8vxWi9jm5Z6atWNJa8Beb4d69buBCl,A4,Flood / stormwater / wastewater / sewer,B2,Instruction / advice to public,Risk / incident communication
2501542286534822,448,U07,2019,Dutch,https://www.facebook.com/FARYSmultiservice/posts/pfbid02ZpmQGrKwPt847vznJFmcVS1V8uBp77drobtjkGgbk6GoLXHHcYGNqbA8KUc6fQE6l,A6,Public education / heritage / community engagement,B5,Education / awareness,Education / awareness
744652792341228,449,U05,2016,German,https://www.facebook.com/photo/?fbid=744652792341228&set=a.632073468958361,A7,Routine / institutional / customer service / other,B6,Institutional promotion / community news,Institutional / community communication
990152346238151,450,U09,2024,Italian,https://www.facebook.com/abcacquabenecomunenapoli/posts/pfbid02PjjAbADG847d17f4nzjb1wW5sdv6z7xLuefbvvvbzTotzxMZinjwf3vJCUDGWUhWl,A2,Service disruption / repair / infrastructure,B1,Alert / warning,Risk / incident communication
2315807095162638,451,U01,2019,Finnish,https://www.facebook.com/helsinginseudunymparistopalvelut/posts/pfbid02MvLgBatkF3fcv3f6mmYZ1UXqY5UJVT2xx2WRBRj9u5PoZ6m7YCBDjm1aXmAzKpJgl,A7,Routine / institutional / customer service / other,B6,Institutional promotion / community news,Institutional / community communication
4182502995106648,452,U03,2021,Portuguese,https://www.facebook.com/EPALaguaslivres/posts/pfbid0qAwQz255yFcwjSGkmtY16YiRv45ADrFAhSh4KrfJoHQSMgDMJsSf3nnMRKUBGTUMl,A6,Public education / heritage / community engagement,B5,Education / awareness,Education / awareness
667260066684024,453,U01,2014,Finnish,https://www.facebook.com/helsinginseudunymparistopalvelut/posts/667260066684024,A7,Routine / institutional / customer service / other,B6,Institutional promotion / community news,Institutional / community communication
302852416417132,454,U03,2012,Portuguese,https://www.facebook.com/EPALaguaslivres/posts/302852416417132,A6,Public education / heritage / community engagement,B6,Institutional promotion / community news,Institutional / community communication
1460248434051846,455,U01,2017,Finnish,https://www.facebook.com/helsinginseudunymparistopalvelut/posts/pfbid02HXE1x9qDaGRxc8W2CEsbNhJ9iUxdusLYTFC7J65kxbdQUu1Ud85ancwmd3786eAZl,A5,Environmental sustainability / waste / recycling / biodiversity,B6,Institutional promotion / community news,Institutional / community communication
